empty,Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location,start,end
48.0,200,200,200,200,200,200,38,39,155,146,200,200,200,200,200,200,200,155,155,155,146,146,146,200,200
48.25,186,186,186,186,185,186,47,43,150,143,186,186,186,186,186,186,186,150,150,150,143,143,143,186,186
48.5,149,149,149,149,149,149,32,32,105,108,149,149,149,149,149,149,149,105,105,105,109,109,109,149,149
48.75,161,161,161,161,161,161,39,36,131,124,161,161,161,161,161,161,161,131,131,131,124,124,124,161,161
49.0,137,137,137,137,137,137,34,32,118,110,137,137,137,137,137,137,137,118,118,118,110,110,110,137,137
49.25,110,110,110,110,110,110,23,24,87,86,110,110,110,110,110,110,110,87,87,87,86,86,86,110,110
49.5,99,99,99,99,99,99,27,27,80,78,99,99,99,99,99,99,99,80,80,80,78,78,78,99,99
49.75,91,91,91,91,91,91,28,28,75,73,91,91,91,91,91,91,91,75,75,75,73,73,73,91,91
50.0,102,102,102,102,102,102,22,19,80,76,102,102,102,102,102,102,102,80,80,80,76,76,76,102,102
50.25,106,106,106,106,106,106,21,20,87,79,106,106,106,106,106,106,106,87,87,87,79,79,79,106,106
50.5,90,90,90,90,90,90,27,25,78,75,90,90,90,90,90,90,90,78,78,78,75,75,75,90,90
50.75,75,75,75,75,75,75,18,17,62,63,75,75,75,75,75,75,75,62,62,62,63,63,63,75,75
51.0,73,73,73,73,72,73,13,14,59,55,73,73,73,73,73,73,73,59,59,59,55,55,55,73,73
51.25,65,64,65,65,65,65,12,10,54,47,65,65,65,65,65,65,65,54,54,54,47,47,47,65,65
51.5,59,59,59,59,59,59,17,16,54,49,59,59,59,59,59,59,59,54,54,54,49,49,49,59,59
51.75,58,58,58,58,58,58,16,15,47,44,58,58,58,58,58,58,58,47,47,47,44,44,44,58,58
52.0,59,59,59,59,58,59,20,19,53,50,59,59,59,59,59,59,59,53,53,53,50,50,50,59,59
52.25,71,71,71,71,71,71,18,18,62,57,71,71,71,71,71,71,71,62,62,62,57,57,57,71,71
52.5,64,64,64,64,64,64,14,14,54,52,64,64,64,64,64,64,64,54,54,54,52,52,52,64,64
52.75,38,38,38,38,37,38,6,7,33,33,38,38,38,38,38,38,38,33,33,33,33,33,33,38,38
53.0,46,46,46,46,46,46,10,10,42,40,46,46,46,46,46,46,46,42,42,42,40,40,40,46,46
53.25,41,41,41,41,41,41,9,8,37,33,41,41,41,41,41,41,41,37,37,37,33,33,33,41,41
53.5,46,46,46,46,45,46,14,13,33,32,46,46,46,46,46,46,46,33,33,33,32,32,32,46,46
53.75,39,39,39,39,39,39,11,11,36,33,39,39,39,39,39,39,39,36,36,36,33,33,33,39,39
54.0,42,42,42,42,42,42,8,8,36,35,42,42,42,42,42,42,42,36,36,36,35,35,35,42,42
54.25,40,39,40,40,40,40,3,3,30,26,40,40,40,40,40,40,40,30,30,30,26,26,26,40,40
54.5,33,33,33,33,33,33,9,9,24,24,33,33,33,33,33,33,33,24,24,24,24,24,24,33,33
54.75,41,41,41,41,41,41,6,5,32,28,41,41,41,41,41,41,41,33,33,33,28,28,28,41,41
55.0,30,30,30,30,30,30,5,6,17,18,30,30,30,30,30,30,30,17,17,17,18,18,18,30,30
55.25,50,49,50,50,50,50,12,11,43,40,50,50,50,50,50,50,50,43,43,43,40,40,40,50,50
55.5,32,32,32,32,32,32,7,7,22,24,32,32,32,32,32,32,32,22,22,22,24,24,24,32,32
55.75,36,36,36,36,36,36,11,10,30,29,36,36,36,36,36,36,36,30,30,30,29,29,29,36,36
56.0,48,47,48,48,48,48,6,5,37,36,48,48,48,48,48,48,48,37,37,37,36,36,36,48,48
56.25,51,51,51,51,51,51,19,17,44,37,51,51,51,51,51,51,51,44,44,44,37,37,37,51,51
56.5,33,33,33,33,33,33,7,7,29,28,33,33,33,33,33,33,33,29,29,29,28,28,28,33,33
56.75,34,34,34,34,34,34,5,5,29,28,34,34,34,34,34,34,34,29,29,29,28,28,28,34,34
57.0,29,29,29,29,29,29,5,4,27,25,29,29,29,29,29,29,29,27,27,27,25,25,25,29,29
57.25,41,41,41,41,41,41,16,16,37,38,41,41,41,41,41,41,41,37,37,37,38,38,38,41,41
57.5,51,51,51,51,51,51,12,12,42,41,51,51,51,51,51,51,51,42,42,42,41,41,41,51,51
57.75,54,54,54,54,54,54,16,15,49,43,54,54,54,54,54,54,54,49,49,49,43,43,43,54,54
58.0,66,66,66,66,66,66,26,25,60,55,66,66,66,66,66,66,66,60,60,60,55,55,55,66,66
58.25,71,71,71,71,71,71,25,25,66,60,71,71,71,71,71,71,71,66,66,66,60,60,60,71,71
58.5,71,71,71,71,71,71,30,29,65,60,71,71,71,71,71,71,71,65,65,65,60,60,60,71,71
58.75,83,83,83,83,83,83,37,38,76,76,83,83,83,83,83,83,83,76,76,76,76,76,76,83,83
59.0,67,67,67,67,67,67,23,23,58,53,67,67,67,67,67,67,67,58,58,58,53,53,53,67,67
59.25,98,98,98,98,98,98,38,36,89,81,98,98,98,98,98,98,98,89,89,89,81,81,81,98,98
59.5,72,72,72,72,72,72,30,28,63,61,72,72,72,72,72,72,72,63,63,63,61,61,61,72,72
59.75,104,104,104,104,104,104,34,35,87,87,104,104,104,104,104,104,104,87,87,87,87,87,87,104,104
60.0,120,120,120,120,120,120,45,43,108,101,120,120,120,120,120,120,120,108,108,108,101,101,101,120,120
60.25,115,115,115,115,115,115,43,42,109,99,115,115,115,115,115,115,115,109,109,109,100,100,100,115,115
60.5,131,131,131,131,131,131,53,52,119,113,131,131,131,131,131,131,131,119,119,119,113,113,113,131,131
60.75,136,136,136,136,136,136,63,62,122,113,136,136,136,136,136,136,136,122,122,122,113,113,113,136,136
61.0,141,141,141,141,141,141,52,51,124,117,141,141,141,141,141,141,141,124,124,124,117,117,117,141,141
61.25,138,138,138,138,138,138,57,56,124,118,138,138,138,138,138,138,138,124,124,124,118,118,118,138,138
61.5,131,131,131,131,131,131,55,54,116,112,131,131,131,131,131,131,131,116,116,116,112,112,112,131,131
61.75,159,159,159,159,159,159,55,53,143,138,159,159,159,159,159,159,159,143,143,143,138,138,138,159,159
62.0,149,149,149,149,149,149,52,51,135,128,149,149,149,149,149,149,149,135,135,135,128,128,128,149,149
62.25,146,146,146,146,146,146,54,53,131,122,146,146,146,146,146,146,146,131,131,131,122,122,122,146,146
62.5,145,145,145,145,145,145,42,42,127,126,145,145,145,145,145,145,145,127,127,127,126,126,126,145,145
62.75,152,152,152,152,152,152,64,62,137,129,152,152,152,152,152,152,152,137,137,137,129,129,129,152,152
63.0,161,161,161,161,161,161,58,55,143,138,161,161,161,161,161,161,161,143,143,143,138,138,138,161,161
63.25,142,142,142,142,142,142,43,41,129,124,142,142,142,142,142,142,142,129,129,129,124,124,124,142,142
63.5,175,175,175,175,175,175,61,61,154,155,175,175,175,175,175,175,175,154,154,154,155,155,155,175,175
63.75,175,175,175,175,175,175,58,54,152,140,175,175,175,175,175,175,175,152,152,152,140,140,140,175,175
64.0,153,153,153,153,152,153,58,58,140,137,153,153,153,153,153,153,153,140,140,140,137,137,137,153,153
64.25,193,193,193,193,193,193,62,58,170,160,193,193,193,193,193,193,193,170,170,170,160,160,160,193,193
64.5,140,140,140,140,140,140,48,47,120,112,140,140,140,140,140,140,140,120,120,120,112,112,112,140,140
64.75,150,150,150,150,150,150,52,50,133,127,150,150,150,150,150,150,150,133,133,133,127,127,127,150,150
65.0,146,146,146,146,146,146,46,45,121,116,146,146,146,146,146,146,146,121,121,121,116,116,116,146,146
65.25,143,142,143,143,143,143,48,48,130,119,143,143,143,143,143,143,143,130,130,130,119,119,119,143,143
65.5,140,140,140,140,140,140,43,40,129,120,140,140,140,140,140,140,140,129,129,129,120,120,120,140,140
65.75,152,152,152,152,152,152,57,54,139,133,152,152,152,152,152,152,152,139,139,139,133,133,133,152,152
66.0,182,182,182,182,182,182,51,50,159,151,182,182,182,182,182,182,182,159,159,159,152,152,152,182,182
66.25,130,130,130,130,130,130,37,36,105,99,130,130,130,130,130,130,130,105,105,105,100,100,100,130,130
66.5,128,128,128,128,127,128,45,44,108,100,128,128,128,128,128,128,128,108,108,108,100,100,100,128,128
66.75,145,145,145,145,145,145,43,39,124,121,145,145,145,145,145,145,145,124,124,124,121,121,121,145,145
67.0,128,128,128,128,128,128,40,37,110,101,128,128,128,128,128,128,128,110,110,110,102,102,102,128,128
67.25,144,143,144,144,144,144,39,39,121,116,144,144,144,144,144,144,144,121,121,121,117,117,117,144,144
67.5,131,131,131,131,131,131,31,32,109,102,131,131,131,131,131,131,131,109,109,109,102,102,102,131,131
67.75,119,119,119,119,119,119,30,29,104,97,119,119,119,119,119,119,119,104,104,104,97,97,97,119,119
68.0,104,104,104,104,104,104,27,26,82,77,104,104,104,104,104,104,104,82,82,82,77,77,77,104,104
68.25,121,121,121,121,121,121,25,25,107,100,121,121,121,121,121,121,121,107,107,107,100,100,100,121,121
68.5,116,116,116,116,116,116,23,23,96,91,116,116,116,116,116,116,116,96,96,96,91,91,91,116,116
68.75,102,102,102,102,102,102,23,21,80,71,102,102,102,102,102,102,102,80,80,80,71,71,71,102,102
69.0,107,107,107,107,107,107,29,30,86,82,107,107,107,107,107,107,107,86,86,86,83,83,83,107,107
69.25,126,125,126,126,125,126,30,28,98,93,126,126,126,126,126,126,126,98,98,98,93,93,93,126,126
69.5,94,94,94,94,94,94,21,20,79,79,94,94,94,94,94,94,94,79,79,79,79,79,79,94,94
69.75,91,91,91,91,91,91,19,18,77,75,91,91,91,91,91,91,91,77,77,77,75,75,75,91,91
70.0,78,78,78,78,78,78,13,12,66,62,78,78,78,78,78,78,78,67,67,67,63,63,63,78,78
70.25,99,99,99,99,99,99,29,28,76,68,99,99,99,99,99,99,99,76,76,76,68,68,68,99,99
70.5,85,85,85,85,85,85,20,19,69,70,85,85,85,85,85,85,85,69,69,69,70,70,70,85,85
70.75,65,65,65,65,65,65,17,15,55,46,65,65,65,65,65,65,65,55,55,55,46,46,46,65,65
71.0,90,90,90,90,90,90,12,12,76,76,90,90,90,90,90,90,90,76,76,76,76,76,76,90,90
71.25,77,77,77,77,77,77,18,17,68,60,77,77,77,77,77,77,77,68,68,68,60,60,60,77,77
71.5,94,94,94,94,94,94,16,15,73,69,94,94,94,94,94,94,94,73,73,73,69,69,69,94,94
71.75,52,52,52,52,52,52,8,7,41,38,52,52,52,52,52,52,52,41,41,41,38,38,38,52,52
72.0,67,67,67,67,67,67,13,14,51,50,67,67,67,67,67,67,67,51,51,51,50,50,50,67,67
72.25,59,58,59,59,59,59,7,5,49,42,59,59,59,59,59,59,59,49,49,49,42,42,42,59,59
72.5,55,55,55,55,55,55,15,15,47,46,55,55,55,55,55,55,55,47,47,47,46,46,46,55,55
72.75,51,51,51,51,51,51,15,15,41,39,51,51,51,51,51,51,51,41,41,41,39,39,39,51,51
73.0,48,48,48,48,48,48,8,10,31,30,48,48,48,48,48,48,48,31,31,31,30,30,30,48,48
73.25,38,38,38,38,38,38,7,7,31,28,38,38,38,38,38,38,38,31,31,31,28,28,28,38,38
73.5,31,31,31,31,30,31,12,11,22,21,31,31,31,31,31,31,31,22,22,22,21,21,21,31,31
73.75,41,41,41,41,41,41,7,7,30,28,41,41,41,41,41,41,41,30,30,30,28,28,28,41,41
74.0,39,39,39,39,39,39,7,6,30,26,39,39,39,39,39,39,39,30,30,30,26,26,26,39,39
74.25,37,37,37,37,37,37,8,8,28,27,37,37,37,37,37,37,37,28,28,28,27,27,27,37,37
74.5,32,32,32,32,32,32,9,8,24,22,32,32,32,32,32,32,32,24,24,24,22,22,22,32,32
74.75,38,38,38,38,38,38,7,6,32,34,38,38,38,38,38,38,38,32,32,32,34,34,34,38,38
75.0,33,33,33,33,33,33,8,8,29,28,33,33,33,33,33,33,33,29,29,29,28,28,28,33,33
75.25,26,26,26,26,26,26,6,6,24,24,26,26,26,26,26,26,26,24,24,24,24,24,24,26,26
75.5,31,31,31,31,31,31,10,10,27,25,31,31,31,31,31,31,31,27,27,27,25,25,25,31,31
75.75,20,20,20,20,20,20,8,8,19,19,20,20,20,20,20,20,20,19,19,19,19,19,19,20,20
76.0,23,23,23,23,23,23,2,2,15,14,23,23,23,23,23,23,23,15,15,15,14,14,14,23,23
76.25,14,13,14,14,14,14,3,3,10,8,14,14,14,14,14,14,14,10,10,10,8,8,8,14,14
76.5,23,23,23,23,23,23,2,2,14,14,23,23,23,23,23,23,23,14,14,14,14,14,14,23,23
76.75,24,24,24,24,24,24,5,5,21,22,24,24,24,24,24,24,24,21,21,21,22,22,22,24,24
77.0,22,22,22,22,22,22,6,5,16,13,22,22,22,22,22,22,22,16,16,16,13,13,13,22,22
77.25,16,16,16,16,16,16,3,3,14,13,16,16,16,16,16,16,16,14,14,14,13,13,13,16,16
77.5,21,21,21,21,21,21,5,5,15,14,21,21,21,21,21,21,21,15,15,15,14,14,14,21,21
77.75,15,15,15,15,15,15,1,1,13,13,15,15,15,15,15,15,15,13,13,13,13,13,13,15,15
78.0,10,10,10,10,10,10,4,4,8,8,10,10,10,10,10,10,10,8,8,8,8,8,8,10,10
78.25,12,11,12,12,12,12,0,0,10,10,12,12,12,12,12,12,12,10,10,10,10,10,10,12,12
78.5,18,18,18,18,18,18,6,6,16,14,18,18,18,18,18,18,18,16,16,16,14,14,14,18,18
78.75,12,12,12,12,12,12,2,2,11,10,12,12,12,12,12,12,12,11,11,11,10,10,10,12,12
79.0,18,18,18,18,18,18,5,5,13,11,18,18,18,18,18,18,18,13,13,13,11,11,11,18,18
79.25,10,10,10,10,10,10,0,0,9,8,10,10,10,10,10,10,10,9,9,9,8,8,8,10,10
79.5,12,12,12,12,12,12,2,2,11,10,12,12,12,12,12,12,12,11,11,11,10,10,10,12,12
79.75,13,12,13,13,13,13,5,4,9,8,13,13,13,13,13,13,13,9,9,9,8,8,8,13,13
80.0,13,13,13,13,13,13,1,1,9,10,13,13,13,13,13,13,13,9,9,9,10,10,10,13,13
80.25,14,14,14,14,14,14,5,5,8,9,14,14,14,14,14,14,14,8,8,8,9,9,9,14,14
80.5,6,6,6,6,6,6,0,0,5,4,6,6,6,6,6,6,6,5,5,5,4,4,4,6,6
80.75,10,10,10,10,10,10,2,2,7,7,10,10,10,10,10,10,10,7,7,7,7,7,7,10,10
81.0,8,8,8,8,8,8,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
81.25,14,14,14,14,14,14,3,3,12,10,14,14,14,14,14,14,14,12,12,12,10,10,10,14,14
81.5,20,20,20,20,20,20,4,4,15,14,20,20,20,20,20,20,20,15,15,15,14,14,14,20,20
81.75,17,17,17,17,17,17,2,2,15,14,17,17,17,17,17,17,17,15,15,15,14,14,14,17,17
82.0,11,11,11,11,11,11,2,2,10,10,11,11,11,11,11,11,11,10,10,10,10,10,10,11,11
82.25,15,15,15,15,15,15,7,7,14,14,15,15,15,15,15,15,15,14,14,14,14,14,14,15,15
82.5,11,11,11,11,11,11,6,6,10,10,11,11,11,11,11,11,11,10,10,10,10,10,10,11,11
82.75,19,19,19,19,19,19,10,9,17,15,19,19,19,19,19,19,19,17,17,17,15,15,15,19,19
83.0,12,12,12,12,12,12,4,6,7,9,12,12,12,12,12,12,12,7,7,7,9,9,9,12,12
83.25,19,19,19,19,19,19,8,9,15,17,19,19,19,19,19,19,19,15,15,15,17,17,17,19,19
83.5,20,20,20,20,20,20,8,7,18,15,20,20,20,20,20,20,20,18,18,18,15,15,15,20,20
83.75,15,15,15,15,15,15,1,2,13,12,15,15,15,15,15,15,15,13,13,13,13,13,13,15,15
84.0,16,16,16,16,16,16,2,3,11,12,16,16,16,16,16,16,16,11,11,11,12,12,12,16,16
84.25,22,22,22,22,22,22,6,7,20,20,22,22,22,22,22,22,22,20,20,20,20,20,20,22,22
84.5,18,18,18,18,18,18,4,4,15,14,18,18,18,18,18,18,18,15,15,15,14,14,14,18,18
84.75,15,15,15,15,15,15,4,4,11,11,15,15,15,15,15,15,15,11,11,11,11,11,11,15,15
85.0,24,24,24,24,24,24,6,6,22,19,24,24,24,24,24,24,24,22,22,22,19,19,19,24,24
85.25,31,31,31,31,31,31,9,8,28,23,31,31,31,31,31,31,31,28,28,28,23,23,23,31,31
85.5,17,17,17,17,17,17,5,5,13,13,17,17,17,17,17,17,17,13,13,13,13,13,13,17,17
85.75,30,30,30,30,30,30,11,10,27,25,30,30,30,30,30,30,30,27,27,27,25,25,25,30,30
86.0,30,30,30,30,30,30,7,7,24,24,30,30,30,30,30,30,30,24,24,24,24,24,24,30,30
86.25,25,25,25,25,25,25,7,7,20,19,25,25,25,25,25,25,25,20,20,20,19,19,19,25,25
86.5,39,39,39,39,39,39,9,8,36,34,39,39,39,39,39,39,39,36,36,36,35,35,35,39,39
86.75,25,25,25,25,25,25,6,6,20,17,25,25,25,25,25,25,25,20,20,20,17,17,17,25,25
87.0,31,31,31,31,31,31,10,10,28,28,31,31,31,31,31,31,31,28,28,28,28,28,28,31,31
87.25,31,31,31,31,31,31,6,6,26,23,31,31,31,31,31,31,31,26,26,26,23,23,23,31,31
87.5,50,50,50,50,50,50,13,13,42,41,50,50,50,50,50,50,50,42,42,42,41,41,41,50,50
87.75,34,34,34,34,34,34,11,11,30,27,34,34,34,34,34,34,34,30,30,30,27,27,27,34,34
88.0,30,30,30,30,30,30,7,7,26,25,30,30,30,30,30,30,30,26,26,26,25,25,25,30,30
88.25,45,45,45,45,45,45,9,9,36,34,45,45,45,45,45,45,45,36,36,36,34,34,34,45,45
88.5,37,37,37,37,37,37,11,10,34,31,37,37,37,37,37,37,37,34,34,34,31,31,31,37,37
88.75,37,37,37,37,37,37,10,10,29,30,37,37,37,37,37,37,37,29,29,29,30,30,30,37,37
89.0,49,49,49,49,49,49,13,13,39,36,49,49,49,49,49,49,49,39,39,39,36,36,36,49,49
89.25,36,36,36,36,36,36,12,10,31,27,36,36,36,36,36,36,36,31,31,31,27,27,27,36,36
89.5,44,44,44,44,44,44,7,7,39,40,44,44,44,44,44,44,44,39,39,39,40,40,40,44,44
89.75,29,29,29,29,29,29,5,5,24,23,29,29,29,29,29,29,29,24,24,24,23,23,23,29,29
90.0,41,41,41,41,41,41,13,13,33,32,41,41,41,41,41,41,41,33,33,33,32,32,32,41,41
90.25,42,42,42,42,41,42,16,16,32,31,42,42,42,42,42,42,42,32,32,32,31,31,31,42,42
90.5,25,25,25,25,25,25,6,6,24,20,25,25,25,25,25,25,25,24,24,24,20,20,20,25,25
90.75,36,36,36,36,36,36,7,7,34,30,36,36,36,36,36,36,36,34,34,34,31,31,31,36,36
91.0,29,29,29,29,29,29,8,8,24,22,29,29,29,29,29,29,29,24,24,24,23,23,23,29,29
91.25,42,42,42,42,42,42,10,10,37,35,42,42,42,42,42,42,42,37,37,37,35,35,35,42,42
91.5,45,45,45,45,45,45,14,13,39,34,45,45,45,45,45,45,45,39,39,39,34,34,34,45,45
91.75,45,45,45,45,45,45,12,12,36,35,45,45,45,45,45,45,45,36,36,36,35,35,35,45,45
92.0,43,42,43,43,43,43,12,12,32,33,43,43,43,43,43,43,43,32,32,32,33,33,33,43,43
92.25,31,31,31,31,31,31,2,2,23,23,31,31,31,31,31,31,31,23,23,23,23,23,23,31,31
92.5,30,30,30,30,30,30,4,4,27,25,30,30,30,30,30,30,30,27,27,27,25,25,25,30,30
92.75,37,37,37,37,37,37,7,8,32,31,37,37,37,37,37,37,37,32,32,32,31,31,31,37,37
93.0,34,34,34,34,34,34,4,4,28,26,34,34,34,34,34,34,34,28,28,28,26,26,26,34,34
93.25,39,39,39,39,39,39,9,7,32,29,39,39,39,39,39,39,39,32,32,32,29,29,29,39,39
93.5,39,39,39,39,39,39,10,9,32,29,39,39,39,39,39,39,39,32,32,32,29,29,29,39,39
93.75,49,49,49,49,49,49,12,10,37,34,49,49,49,49,49,49,49,37,37,37,34,34,34,49,49
94.0,36,36,36,36,36,36,7,7,31,29,36,36,36,36,36,36,36,31,31,31,29,29,29,36,36
94.25,26,26,26,26,26,26,4,5,19,20,26,26,26,26,26,26,26,19,19,19,20,20,20,26,26
94.5,35,35,35,35,35,35,7,7,27,25,35,35,35,35,35,35,35,27,27,27,25,25,25,35,35
94.75,33,33,33,33,33,33,7,7,21,19,33,33,33,33,33,33,33,21,21,21,20,20,20,33,33
95.0,36,36,36,36,36,36,10,8,31,29,36,36,36,36,36,36,36,31,31,31,29,29,29,36,36
95.25,42,42,42,42,41,42,8,8,37,36,42,42,42,42,42,42,42,37,37,37,37,37,37,42,42
95.5,37,37,37,37,37,37,8,7,26,25,37,37,37,37,37,37,37,26,26,26,25,25,25,37,37
95.75,37,37,37,37,37,37,7,7,29,26,37,37,37,37,37,37,37,29,29,29,26,26,26,37,37
96.0,36,36,36,36,36,36,13,13,28,28,36,36,36,36,36,36,36,28,28,28,28,28,28,36,36
96.25,22,22,22,22,22,22,7,6,19,19,22,22,22,22,22,22,22,19,19,19,19,19,19,22,22
96.5,28,28,28,28,28,28,5,5,20,20,28,28,28,28,28,28,28,20,20,20,20,20,20,28,28
96.75,23,23,23,23,23,23,3,3,14,12,23,23,23,23,23,23,23,14,14,14,12,12,12,23,23
97.0,20,20,20,20,20,20,5,5,17,17,20,20,20,20,20,20,20,17,17,17,17,17,17,20,20
97.25,25,25,25,25,25,25,5,5,17,16,25,25,25,25,25,25,25,17,17,17,17,17,17,25,25
97.5,19,19,19,19,19,19,2,2,12,11,19,19,19,19,19,19,19,12,12,12,11,11,11,19,19
97.75,15,15,15,15,15,15,3,2,9,8,15,15,15,15,15,15,15,9,9,9,8,8,8,15,15
98.0,26,26,26,26,25,26,6,6,18,17,26,26,26,26,26,26,26,18,18,18,17,17,17,26,26
98.25,19,19,19,19,19,19,3,3,14,13,19,19,19,19,19,19,19,14,14,14,13,13,13,19,19
98.5,14,14,14,14,14,14,2,2,9,9,14,14,14,14,14,14,14,9,9,9,9,9,9,14,14
98.75,11,11,11,11,11,11,2,2,9,8,11,11,11,11,11,11,11,9,9,9,8,8,8,11,11
99.0,17,17,17,17,17,17,0,0,12,11,17,17,17,17,17,17,17,12,12,12,11,11,11,17,17
99.25,9,9,9,9,9,9,2,0,7,5,9,9,9,9,9,9,9,7,7,7,5,5,5,9,9
99.5,11,10,11,11,11,11,1,1,6,5,11,11,11,11,11,11,11,6,6,6,5,5,5,11,11
99.75,15,15,15,15,15,15,3,3,13,13,15,15,15,15,15,15,15,13,13,13,13,13,13,15,15
100.0,8,8,8,8,8,8,1,1,5,5,8,8,8,8,8,8,8,5,5,5,5,5,5,8,8
100.25,9,9,9,9,9,9,1,1,6,6,9,9,9,9,9,9,9,6,6,6,6,6,6,9,9
100.5,8,8,8,8,8,8,0,0,6,4,8,8,8,8,8,8,8,6,6,6,4,4,4,8,8
100.75,8,8,8,8,8,8,3,3,7,7,8,8,8,8,8,8,8,7,7,7,7,7,7,8,8
101.0,14,14,14,14,14,14,2,3,10,11,14,14,14,14,14,14,14,10,10,10,11,11,11,14,14
101.25,7,7,7,7,7,7,2,1,6,4,7,7,7,7,7,7,7,6,6,6,4,4,4,7,7
101.5,6,6,6,6,6,6,1,1,4,3,6,6,6,6,6,6,6,4,4,4,3,3,3,6,6
101.75,8,8,8,8,8,8,0,0,5,4,8,8,8,8,8,8,8,5,5,5,4,4,4,8,8
102.0,8,8,8,8,8,8,2,2,5,6,8,8,8,8,8,8,8,5,5,5,6,6,6,8,8
102.25,14,14,14,14,14,14,1,0,10,9,14,14,14,14,14,14,14,10,10,10,9,9,9,14,14
102.5,13,13,13,13,13,13,1,0,9,9,13,13,13,13,13,13,13,9,9,9,9,9,9,13,13
102.75,5,5,5,5,5,5,3,3,5,3,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5
103.0,12,12,12,12,12,12,1,1,9,9,12,12,12,12,12,12,12,9,9,9,9,9,9,12,12
103.25,4,4,4,4,4,4,0,0,3,2,4,4,4,4,4,4,4,3,3,3,2,2,2,4,4
103.5,9,9,9,9,9,9,0,0,6,7,9,9,9,9,9,9,9,6,6,6,7,7,7,9,9
103.75,3,3,3,3,3,3,2,0,2,0,3,3,3,3,3,3,3,2,2,2,0,0,0,3,3
104.0,5,5,5,5,5,5,1,1,3,2,5,5,5,5,5,5,5,3,3,3,2,2,2,5,5
104.25,4,4,4,4,4,4,0,0,3,2,4,4,4,4,4,4,4,3,3,3,2,2,2,4,4
104.5,7,7,7,7,7,7,2,2,5,4,7,7,7,7,7,7,7,5,5,5,4,4,4,7,7
104.75,9,9,9,9,9,9,2,2,7,7,9,9,9,9,9,9,9,7,7,7,7,7,7,9,9
105.0,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
105.25,6,6,6,6,6,6,1,1,4,3,6,6,6,6,6,6,6,4,4,4,3,3,3,6,6
105.5,4,4,4,4,4,4,2,2,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4
105.75,4,4,4,4,4,4,1,1,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4
106.0,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
106.25,4,4,4,4,4,4,0,0,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4
106.5,6,6,6,6,5,6,2,2,6,5,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6
106.75,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
107.0,7,7,7,7,7,7,2,2,6,6,7,7,7,7,7,7,7,6,6,6,6,6,6,7,7
107.25,7,7,7,7,7,7,2,2,5,5,7,7,7,7,7,7,7,5,5,5,5,5,5,7,7
107.5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5
107.75,7,7,7,7,7,7,2,2,6,5,7,7,7,7,7,7,7,6,6,6,5,5,5,7,7
108.0,13,13,13,13,13,13,5,5,10,11,13,13,13,13,13,13,13,10,10,10,11,11,11,13,13
108.25,7,7,7,7,7,7,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
108.5,8,8,8,8,8,8,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
108.75,5,5,5,5,5,5,1,1,4,3,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5
109.0,5,5,5,5,5,5,0,0,3,3,5,5,5,5,5,5,5,3,3,3,3,3,3,5,5
109.25,8,8,8,8,8,8,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
109.5,14,14,14,14,14,14,3,3,11,10,14,14,14,14,14,14,14,11,11,11,10,10,10,14,14
109.75,13,13,13,13,13,13,2,2,9,9,13,13,13,13,13,13,13,9,9,9,9,9,9,13,13
110.0,15,15,15,15,15,15,6,5,15,13,15,15,15,15,15,15,15,15,15,15,13,13,13,15,15
110.25,13,13,13,13,13,13,4,4,12,10,13,13,13,13,13,13,13,12,12,12,10,10,10,13,13
110.5,10,10,10,10,10,10,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
110.75,14,14,14,14,14,14,3,3,11,9,14,14,14,14,14,14,14,11,11,11,9,9,9,14,14
111.0,10,10,10,10,10,10,3,2,9,9,10,10,10,10,10,10,10,9,9,9,9,9,9,10,10
111.25,14,14,14,14,14,14,6,6,12,12,14,14,14,14,14,14,14,12,12,12,12,12,12,14,14
111.5,16,16,16,16,16,16,5,5,15,13,16,16,16,16,16,16,16,15,15,15,13,13,13,16,16
